3.996813e+002,0.000000e+000
4.001635e+002,-3.785072e-002
4.006456e+002,-6.691444e-002
4.011277e+002,-8.374331e-002
4.016098e+002,-8.876874e-002
4.020919e+002,-8.533452e-002
4.025741e+002,-7.844251e-002
4.030562e+002,-7.299948e-002
4.035383e+002,-7.227276e-002
4.040204e+002,-7.702778e-002
4.045026e+002,-8.560926e-002
4.049847e+002,-9.489711e-002
4.054668e+002,-1.017347e-001
4.059489e+002,-1.042608e-001
4.064311e+002,-1.026146e-001
4.069132e+002,-9.875042e-002
4.073953e+002,-9.547007e-002
4.078774e+002,-9.510989e-002
4.083596e+002,-9.846330e-002
4.088417e+002,-1.044072e-001
4.093238e+002,-1.103890e-001
4.098059e+002,-1.135564e-001
4.102881e+002,-1.120336e-001
4.107702e+002,-1.057963e-001
4.112523e+002,-9.677950e-002
4.117344e+002,-8.817922e-002
4.122166e+002,-8.323412e-002
4.126987e+002,-8.396085e-002
4.131808e+002,-9.030086e-002
4.136629e+002,-9.995545e-002
4.141451e+002,-1.089269e-001
4.146272e+002,-1.125608e-001
4.151093e+002,-1.067703e-001
4.155914e+002,-8.912405e-002
4.160736e+002,-5.955489e-002
4.165557e+002,-2.055554e-002
4.170378e+002,2.317017e-002
4.175200e+002,6.554262e-002
4.180021e+002,1.002713e-001
4.184842e+002,1.221144e-001
4.189663e+002,1.279378e-001
4.194484e+002,1.173044e-001
4.199306e+002,9.243937e-002
4.204127e+002,5.761027e-002
4.208948e+002,1.814893e-002
4.213770e+002,-2.055123e-002
4.218591e+002,-5.377032e-002
4.223412e+002,-7.781395e-002
4.228233e+002,-9.007695e-002
4.233055e+002,-8.905359e-002
4.237876e+002,-7.450621e-002
4.242697e+002,-4.782007e-002
4.247518e+002,-1.233768e-002
4.252339e+002,2.667193e-002
4.257161e+002,6.269179e-002
4.261982e+002,8.928816e-002
4.266803e+002,1.017475e-001
4.271624e+002,9.842220e-002
4.276446e+002,8.121080e-002
4.281267e+002,5.491474e-002
4.286088e+002,2.568952e-002
4.290909e+002,-7.783659e-004
4.295731e+002,-2.061879e-002
4.300552e+002,-3.214394e-002
4.305373e+002,-3.523061e-002
4.310194e+002,-3.022466e-002
4.315016e+002,-1.710190e-002
4.319837e+002,4.540295e-003
4.324658e+002,3.458992e-002
4.329479e+002,7.108704e-002
4.334301e+002,1.095179e-001
4.339122e+002,1.431048e-001
4.343943e+002,1.644435e-001
4.348764e+002,1.679757e-001
4.353586e+002,1.522790e-001
4.358407e+002,1.210970e-001
4.363228e+002,8.250279e-002
4.368049e+002,4.639946e-002
4.372870e+002,2.131059e-002
4.377692e+002,1.175835e-002
4.382513e+002,1.727349e-002
4.387334e+002,3.335433e-002
4.392155e+002,5.383433e-002
4.396977e+002,7.353038e-002
4.401798e+002,9.000015e-002
4.406619e+002,1.037268e-001
4.411440e+002,1.168270e-001
4.416262e+002,1.310516e-001
4.421083e+002,1.461160e-001
4.425904e+002,1.591646e-001
4.430725e+002,1.655791e-001
4.435547e+002,1.607213e-001
4.440368e+002,1.418026e-001
4.445189e+002,1.091045e-001
4.450010e+002,6.611830e-002
4.454832e+002,1.865903e-002
4.459653e+002,-2.661795e-002
4.464474e+002,-6.374110e-002
4.469295e+002,-8.855387e-002
4.474117e+002,-9.925585e-002
4.478938e+002,-9.638059e-002
4.483759e+002,-8.234090e-002
4.488580e+002,-6.068716e-002
4.493401e+002,-3.520006e-002
4.498223e+002,-8.969158e-003
4.503044e+002,1.633248e-002
4.507865e+002,4.072080e-002
4.512687e+002,6.553566e-002
4.517508e+002,9.245752e-002
4.522329e+002,1.222161e-001
4.527150e+002,1.535179e-001
4.531971e+002,1.827327e-001
4.536793e+002,2.046210e-001
4.541614e+002,2.139452e-001
4.546435e+002,2.073900e-001
4.551257e+002,1.850110e-001
4.556078e+002,1.505894e-001
4.560899e+002,1.107089e-001
4.565720e+002,7.290294e-002
4.570542e+002,4.360398e-002
4.575363e+002,2.665733e-002
4.580184e+002,2.286247e-002
